Age,EdLevel,Employment,YearsOfExperience,Income
39,2,1,14,26800
33,1,1,8,20700
40,3,1,19,29900
26,1,1,5,15700
45,1,1,22,33700
26,1,1,5,15700
36,1,1,15,25700
23,2,1,2,12800
30,3,1,3,16900
27,1,1,5,16200
29,1,1,6,17700
22,1,1,2,12200
26,1,1,4,15200
21,1,0.5,0,10650
29,1,1,9,19200
30,1,1,9,19700
44,2,1,20,32300
31,1,1,9,20200
40,1,1,19,29700
42,2,0,0,21200
43,2,1,24,33800
54,3,1,25,39900
34,1,1,12,23200
35,2,1,18,26800
30,1,1,13,21700
48,1,1,24,36200
22,1,0.5,0,11150
34,3,1,8,21400
29,2,1,3,16300
25,1,1,1,13200
40,2,1,5,22800
40,2,1,13,26800
38,1,1,14,26200
40,1,1,18,29200
35,1,1,4,19700
55,2,1,30,42800
29,1,1,14,21700
30,2,1,3,16800
27,2,1,3,15300
35,1,1,12,23700
35,2,1,1,18300
44,2,1,8,26300
38,2,1,20,29300
45,2,1,22,33800
26,1,0.5,0,13150
37,1,1,13,25200
34,1,1,18,26200
26,1,1,3,14700
24,2,1,3,13800
46,1,1,2,24200
23,1,1,2,12700
30,2,1,10,20300
29,1,1,4,16700
29,1,1,7,18200
41,2,1,15,28300
23,1,1,2,12700
41,2,1,15,28300
35,3,1,7,21400
44,2,1,22,33300
39,1,1,16,27700
64,1,1,15,39700
35,2,1,6,20800
40,1,1,15,27700
30,1,1,6,18200
25,1,1,8,16700
33,1,1,10,21700
69,2,0,0,34700
49,2,1,10,29800
22,1,0.5,0,11150
30,1,1,6,18200
41,2,0,0,20700
27,1,1,6,16700
21,1,1,0,10700
52,3,1,22,37400
27,1,1,3,15200
28,2,1,6,17300
31,1,1,8,19700
51,1,1,25,38200
33,3,1,0,16900
24,1,1,3,13700
32,1,1,8,20200
45,3,1,25,35400
28,1,1,5,16700
28,2,0.5,0,14250
23,1,1,2,12700
30,2,1,8,19300
25,1,1,2,13700
46,2,1,22,34300
29,2,1,10,19800
28,2,1,2,15300
50,2,1,26,38300
29,2,1,6,17800
35,1,1,13,24200
56,1,1,28,42200
40,2,1,22,31300
26,2,1,4,15300
27,1,1,3,15200
27,1,1,9,18200
27,1,1,6,16700
23,1,1,2,12700
26,1,0.5,0,13150
28,1,1,7,17700
38,2,1,21,29800
23,1,1,0,11700
47,1,1,23,35200
34,1,1,7,20700
28,1,1,5,16700
23,1,1,2,12700
33,1,1,8,20700
35,2,1,14,24800
28,1,1,6,17200
44,1,1,21,32700
31,2,1,8,19800
48,1,1,17,32700
32,2,1,10,21300
33,1,1,11,22200
29,1,1,10,19700
34,1,1,0,17200
51,2,1,26,38800
28,1,1,3,15700
33,3,1,5,19400
29,1,1,2,15700
37,3,1,12,24900
39,1,1,17,28200
44,2,1,17,30800
35,2,1,5,20300
37,2,1,16,26800
23,1,1,3,13200
29,2,1,8,18800
47,1,1,27,37200
37,1,1,10,23700
39,2,1,17,28300
27,1,1,6,16700
45,2,1,27,36300
27,1,1,4,15700
30,1,1,5,17700
34,1,1,4,19200
36,2,1,8,22300
24,1,1,4,14200
31,2,1,8,19800
24,2,1,4,14300
25,2,1,4,14800
30,1,1,8,19200
45,2,1,24,34800
26,1,1,7,16700
34,1,1,15,24700
35,1,1,9,22200
34,2,0.5,0,17250
30,2,1,6,18300
38,2,1,15,26800
29,2,1,7,18300
29,2,1,12,20800
21,1,0.5,0,10650
25,1,1,4,14700
26,1,1,2,14200
32,1,1,9,20700
37,1,1,14,25700
36,1,1,14,25200
27,2,1,3,15300
27,2,1,5,16300
31,2,1,8,19800
30,1,1,7,18700
35,2,1,11,23300
38,2,1,15,26800
43,3,1,3,23400
26,1,1,0,13200
41,2,1,15,28300
25,1,1,0,12700
49,3,1,12,30900
33,1,1,10,21700
36,1,1,16,26200
30,1,1,10,20200
23,1,1,2,12700
19,1,0.5,0,9650
31,1,1,14,22700
44,2,1,21,32800
35,1,1,9,22200
46,2,1,20,33300
42,2,1,19,30800
27,2,1,10,18800
28,1,1,5,16700
23,1,1,1,12200
35,1,1,8,21700
32,2,1,9,20800
28,2,1,6,17300
29,1,1,2,15700
49,1,1,5,27200
33,1,1,5,19200
30,1,1,7,18700
29,1,1,9,19200
27,2,1,5,16300
27,2,1,2,14800
26,1,1,8,17200
23,1,0.5,0,11650
44,1,1,22,33200
30,1,1,8,19200
29,1,1,9,19200
31,3,1,11,21400
28,1,1,6,17200
30,3,1,8,19400
32,1,1,10,21200
38,3,1,7,22900
23,1,1,3,13200
24,2,1,0,12300
33,2,1,4,18800
29,1,1,6,17700
40,2,1,17,28800
40,3,1,17,28900
30,1,1,9,19700
43,1,1,22,32700
35,2,1,9,22300
23,1,1,3,13200
29,1,1,7,18200
35,1,1,5,20200
26,1,1,4,15200
28,1,1,4,16200
26,1,1,4,15200
37,3,1,12,24900
28,1,1,0,14200
39,2,1,13,26300
31,1,1,2,16700
39,1,1,14,26700
29,1,1,3,16200
33,1,1,12,22700
35,2,1,6,20800
24,1,1,2,13200
27,1,1,1,14200
29,2,1,6,17800
42,2,1,10,26300
25,1,1,0,12700
32,3,1,2,17400
21,1,1,3,12200
21,1,1,2,11700
41,1,1,12,26700
28,2,1,7,17800
31,3,1,5,18400
26,1,1,4,15200
24,1,1,6,15200
19,1,0.5,0,9650
33,1,1,9,21200
23,1,1,2,12700
30,1,1,8,19200
35,1,1,12,23700
32,1,1,8,20200
26,2,1,3,14800
48,1,1,30,39200
27,1,1,5,16200
26,1,1,1,13700
29,1,1,7,18200
31,2,1,13,22300
23,2,1,0,11800
42,1,1,15,28700
31,2,1,3,17300
25,2,1,2,13800
28,2,1,2,15300
26,1,1,5,15700
32,2,1,10,21300
23,1,1,6,14700
56,2,1,39,47800
27,1,1,6,16700
43,1,1,23,33200
27,1,1,5,16200
32,1,1,12,22200
24,1,1,2,13200
39,1,1,15,27200
39,3,1,8,23900
35,1,1,15,25200
28,1,1,4,16200
25,1,1,2,13700
55,1,1,30,42700
36,2,1,13,24800
33,1,1,4,18700
23,1,0.5,0,11650
35,2,1,11,23300
26,1,1,5,15700
32,2,1,14,23300
22,2,0.5,0,11250
23,1,0,0,11600
35,2,1,13,24300
34,1,1,14,24200
19,1,1,6,12700
34,2,1,10,22300
34,1,1,7,20700
23,1,1,4,13700
26,1,1,3,14700
28,1,1,4,16200
59,2,1,2,30800
23,1,1,1,12200
27,2,1,5,16300
42,1,1,19,30700
27,1,1,0,13700
27,2,1,4,15800
49,1,1,23,36200
46,2,1,20,33300
24,1,1,0,12200
29,2,1,6,17800
34,3,1,10,22400
21,1,1,1,11200
34,1,1,12,23200
28,1,1,3,15700
35,2,1,15,25300
32,2,1,8,20300
25,1,0.5,0,12650
35,2,1,10,22800
24,1,1,2,13200
30,3,1,1,15900
37,2,1,12,24800
55,2,1,33,44300
39,1,0.5,0,19650
52,2,1,29,40800
32,3,1,5,18900
34,1,1,8,21200
50,2,1,25,37800
27,1,0.5,0,13650
23,1,0.5,0,11650
26,1,1,2,14200
24,1,1,3,13700
28,1,1,6,17200
38,3,1,5,21900
31,1,1,6,18700
22,1,1,1,11700
33,1,1,3,18200
39,1,1,18,28700
35,1,1,4,19700
36,1,1,6,21200
31,2,1,7,19300
34,1,1,4,19200
23,1,1,4,13700
42,1,1,12,27200
24,1,0.5,0,12150
23,2,1,3,13300
39,1,1,15,27200
32,1,1,6,19200
33,3,1,3,18400
30,1,1,7,18700
29,3,1,5,17400
56,1,1,33,44700
33,1,1,9,21200
29,1,1,8,18700
47,1,1,25,36200
24,1,1,4,14200
34,1,1,10,22200
26,2,1,1,13800
44,2,1,20,32300
37,2,1,14,25800
50,1,1,30,40200
35,2,1,10,22800
36,2,1,3,19800
38,1,1,16,27200
26,1,1,4,15200
27,1,1,3,15200
29,1,1,9,19200
33,2,1,9,21300
29,1,1,2,15700
30,2,0,0,15200
28,1,1,7,17700
34,1,1,11,22700
28,1,1,5,16700
26,1,1,5,15700
29,2,1,5,17300
45,1,1,23,34200
44,2,1,17,30800
28,1,0,0,14100
34,2,1,7,20800
50,3,1,22,36400
23,1,0.5,0,11650
45,3,1,25,35400
28,1,1,1,14700
25,1,0,0,12600
22,1,1,0,11200
27,2,1,7,17300
27,1,1,3,15200
26,2,1,5,15800
33,1,1,2,17700
20,1,0.5,0,10150
23,1,1,1,12200
52,1,0,0,26100
37,1,1,20,28700
38,1,1,11,24700
28,1,1,6,17200
22,1,1,0,11200
23,1,1,0,11700
40,2,1,10,25300
30,1,1,7,18700
31,2,1,5,18300
43,2,1,22,32800
29,1,1,8,18700
24,1,1,2,13200
35,1,1,17,26200
20,1,0.5,0,10150
39,2,1,15,27300
33,3,1,6,19900
22,1,1,0,11200
32,1,1,4,18200
20,1,0.5,0,10150
28,1,1,6,17200
48,2,1,20,34300
22,1,0.5,0,11150
23,1,1,3,13200
24,1,1,2,13200
33,2,1,3,18300
23,1,1,2,12700
28,1,1,7,17700
44,1,0,0,22100
28,2,1,7,17800
20,1,0.5,0,10150
24,1,1,2,13200
28,1,1,5,16700
27,1,1,0,13700
21,1,1,3,12200
52,2,1,25,38800
34,1,1,10,22200
23,1,0.5,0,11650
24,2,1,0,12300
48,2,0,0,24200
26,1,1,5,15700
26,1,1,3,14700
24,1,1,1,12700
22,1,0,0,11100
25,1,0,0,12600
30,2,1,7,18800
57,1,1,37,47200
30,1,1,2,16200
21,1,1,0,10700
42,1,1,12,27200
32,1,1,13,22700
31,1,1,7,19200
26,1,1,3,14700
35,2,1,11,23300
27,1,1,9,18200
36,2,1,13,24800
25,1,1,4,14700
25,1,1,1,13200
38,1,1,8,23200
26,2,1,3,14800
26,1,1,4,15200
27,1,1,5,16200
23,1,0,0,11600
41,1,1,18,29700
28,2,1,7,17800
25,1,1,7,16200
38,1,1,15,26700
30,1,1,5,17700
25,1,1,4,14700
26,2,1,8,17300
24,1,1,3,13700
41,1,1,20,30700
51,3,1,21,36400
27,1,1,2,14700
34,2,1,0,17300
30,2,1,4,17300
31,2,1,6,18800
48,2,1,24,36300
23,2,1,0,11800
29,2,1,10,19800
25,1,1,4,14700
38,1,1,15,26700
32,1,1,9,20700
23,2,1,2,12800
26,1,0.5,0,13150
40,1,1,18,29200
24,1,1,8,16200
24,1,1,3,13700
29,1,1,7,18200
44,3,1,15,29900
23,1,1,2,12700
44,1,1,25,34700
30,1,1,3,16700
25,1,1,2,13700
22,1,1,1,11700
28,1,1,6,17200
28,1,1,4,16200
24,1,1,5,14700
21,1,0,0,10600
35,2,1,13,24300
25,1,1,1,13200
52,1,1,20,36200
26,1,1,6,16200
34,2,1,8,21300
28,2,1,2,15300
31,1,1,1,16200
39,1,1,6,22700
32,1,1,6,19200
24,1,1,0,12200
28,2,1,5,16800
37,1,1,10,23700
23,1,1,1,12200
40,2,1,15,27800
36,1,1,18,27200
42,3,0.5,0,21350
28,1,1,8,18200
21,1,1,1,11200
29,1,1,7,18200
24,2,1,5,14800
26,2,1,1,13800
21,1,0.5,0,10650
29,2,1,7,18300
34,2,1,15,24800
28,1,1,4,16200
27,1,1,1,14200
26,1,1,3,14700
29,1,1,3,16200
25,1,1,5,15200
31,1,1,8,19700
43,2,1,0,21800
31,1,1,5,18200
24,1,1,2,13200
44,2,1,15,29800
33,1,1,10,21700
31,2,1,10,20800
32,1,1,8,20200
31,2,1,10,20800
33,2,1,15,24300
31,1,1,9,20200
23,1,0,0,11600
41,1,1,23,32200
30,1,1,5,17700
57,1,1,17,37200
31,1,1,10,20700
44,1,1,24,34200
25,1,1,6,15700
23,1,1,3,13200
37,1,1,15,26200
33,2,1,10,21800
39,1,1,1,20200
40,3,1,13,26900
36,2,1,10,23300
21,1,0,0,10600
43,2,1,17,30300
31,1,1,10,20700
61,2,1,0,30800
26,1,1,1,13700
38,2,1,0,19300
45,1,1,25,35200
25,3,1,0,12900
34,1,1,13,23700
26,2,1,2,14300
27,1,1,6,16700
30,2,1,8,19300
25,2,1,4,14800
38,2,1,18,28300
23,1,0.5,0,11650
28,1,1,5,16700
40,2,1,18,29300
32,1,1,5,18700
27,2,1,3,15300
34,3,1,0,17400
28,2,1,5,16800
41,1,1,3,22200
23,1,1,2,12700
23,1,1,0,11700
25,1,1,5,15200
25,1,1,3,14200
20,1,0.5,0,10150
44,1,1,3,23700
55,2,1,5,30300
32,3,1,7,19900
20,1,0.5,0,10150
23,1,1,2,12700
24,1,1,2,13200
24,1,1,3,13700
23,1,0,0,11600
32,3,1,6,19400
33,1,1,9,21200
21,1,1,0,10700
34,2,1,10,22300
23,1,1,2,12700
26,2,1,2,14300
26,2,1,3,14800
31,3,1,12,21900
40,2,1,12,26300
38,2,1,12,25300
38,1,1,9,23700
46,2,1,24,35300
38,2,1,2,20300
32,3,1,6,19400
37,1,1,13,25200
20,1,0.5,0,10150
31,2,1,2,16800
44,2,1,20,32300
39,1,1,19,29200
22,1,1,3,12700
28,1,1,5,16700
29,2,1,5,17300
24,2,1,0,12300
24,2,1,3,13800
34,1,1,6,20200
26,1,1,6,16200
26,1,1,5,15700
31,2,1,6,18800
28,1,1,3,15700
28,1,1,5,16700
25,2,1,4,14800
29,1,1,7,18200
24,1,1,2,13200
22,1,1,1,11700
61,3,1,30,45900
32,2,0.5,0,16250
38,1,1,12,25200
30,2,1,9,19800
45,2,1,25,35300
25,1,1,1,13200
36,2,1,14,25300
26,1,1,4,15200
48,1,1,26,37200
26,1,1,3,14700
37,2,1,9,23300
27,2,1,2,14800
26,2,1,4,15300
34,2,1,3,18800
24,1,1,3,13700
33,2,1,8,20800
28,1,1,6,17200
43,2,1,20,31800
29,2,1,0,14800
19,1,0.5,0,9650
22,1,0.5,0,11150
21,1,1,2,11700
26,2,1,2,14300
33,2,1,13,23300
40,2,1,4,22300
24,2,0,0,12200
29,1,1,3,16200
29,3,1,8,18900
30,1,1,5,17700
33,2,1,11,22300
26,1,1,0,13200
33,1,1,9,21200
33,1,1,12,22700
30,1,1,9,19700
40,3,1,12,26400
31,1,1,5,18200
25,1,1,6,15700
21,1,0.5,0,10650
37,1,1,13,25200
35,2,1,6,20800
71,3,1,35,53400
31,2,1,6,18800
25,1,1,3,14200
41,2,1,22,31800
32,2,1,7,19800
29,2,1,7,18300
22,2,0.5,0,11250
30,1,1,6,18200
30,1,1,5,17700
25,1,0.5,0,12650
43,2,1,22,32800
29,1,1,4,16700
36,3,1,10,23400
30,1,1,7,18700
42,1,1,15,28700
23,1,1,0,11700
25,1,1,0,12700
25,2,1,2,13800
23,1,1,0,11700
26,1,1,5,15700
34,3,1,5,19900
28,2,1,3,15800
28,1,1,5,16700
53,2,1,15,34300
27,1,1,5,16200
45,2,1,15,30300
29,1,1,7,18200
23,2,1,6,14800
30,1,1,8,19200
31,1,1,5,18200
36,1,1,13,24700
23,1,1,3,13200
37,2,1,13,25300
30,1,1,5,17700
33,2,1,10,21800
28,1,1,3,15700
35,2,1,12,23800
23,1,1,0,11700
38,2,1,20,29300
48,2,1,25,36800
33,1,1,12,22700
26,1,1,3,14700
25,1,0.5,0,12650
26,2,1,1,13800
29,2,1,3,16300
31,1,1,4,17700
36,2,1,8,22300
25,1,1,6,15700
33,2,1,6,19800
32,1,1,11,21700
23,2,1,3,13300
26,1,1,4,15200
32,2,1,10,21300
35,2,1,8,21800
36,2,1,8,22300
29,2,1,4,16800
35,3,1,12,23900
23,2,1,3,13300
27,1,1,6,16700
29,1,1,7,18200
29,1,1,5,17200
35,2,1,5,20300
30,1,1,7,18700
30,1,1,7,18700
31,2,1,7,19300
21,1,1,1,11200
21,1,1,1,11200
24,1,1,3,13700
27,1,1,4,15700
31,1,1,5,18200
29,2,1,5,17300
42,2,1,15,28800
33,1,1,11,22200
33,2,1,3,18300
23,1,1,1,12200
33,1,1,3,18200
27,2,1,2,14800
26,1,1,3,14700
35,2,1,8,21800
28,2,1,2,15300
33,1,1,2,17700
27,1,1,4,15700
27,1,1,4,15700
25,1,1,2,13700
36,2,1,12,24300
21,1,0.5,0,10650
33,1,1,6,19700
23,1,1,0,11700
23,1,0.5,0,11650
28,2,1,3,15800
29,1,1,8,18700
30,1,1,0,15200
35,2,1,5,20300
32,1,1,10,21200
24,2,1,3,13800
28,2,1,1,14800
23,2,1,0,11800
33,1,1,12,22700
23,1,0,0,11600
26,1,1,5,15700
49,1,1,25,37200
33,2,1,3,18300
21,1,1,3,12200
41,1,1,23,32200
21,1,0.5,0,10650
25,1,1,5,15200
26,1,1,5,15700
29,1,0,0,14600
28,2,1,3,15800
22,1,0.5,0,11150
30,2,1,9,19800
27,2,0.5,0,13750
25,2,1,2,13800
28,2,1,3,15800
35,2,1,5,20300
26,1,0.5,0,13150
35,1,1,12,23700
21,1,0.5,0,10650
32,2,1,3,17800
24,1,1,2,13200
43,1,1,20,31700
36,2,1,20,28300
31,3,1,7,19400
47,3,1,7,27400
30,1,1,0,15200
30,1,1,10,20200
20,1,0.5,0,10150
21,1,0.5,0,10650
32,2,1,9,20800
21,1,1,0,10700
48,2,1,22,35300
69,2,1,50,59800
22,1,1,3,12700
39,1,1,15,27200
24,1,1,3,13700
26,1,1,3,14700
21,1,0.5,0,10650
25,1,1,5,15200
35,1,1,15,25200
26,2,1,4,15300
25,1,0.5,0,12650
18,1,0.5,0,9150
27,1,1,4,15700
59,3,1,15,37400
39,3,1,8,23900
40,1,1,0,20200
25,1,1,5,15200
24,1,1,3,13700
29,2,1,1,15300
25,1,0,0,12600
25,2,1,0,12800
28,2,1,4,16300
32,1,1,7,19700
45,2,1,0,22800
26,1,0.5,0,13150
21,1,1,3,12200
53,1,1,25,39200
27,2,1,4,15800
21,2,0.5,0,10750
22,2,1,0,11300
34,2,1,8,21300
43,1,1,20,31700
46,1,1,0,23200
25,1,0.5,0,12650
29,2,1,5,17300
38,1,1,14,26200
20,1,0.5,0,10150
28,2,1,4,16300
33,1,1,7,20200
38,1,1,11,24700
29,2,1,6,17800
30,2,1,0,15300
22,3,0.5,0,11350
26,1,1,5,15700
40,2,1,15,27800
21,1,1,2,11700
25,1,1,5,15200
35,2,1,12,23800
38,2,1,15,26800
57,2,0,0,28700
28,1,1,2,15200
28,1,1,6,17200
35,1,1,11,23200
55,3,1,30,42900
23,1,1,2,12700
41,2,1,10,25800
37,2,1,13,25300
24,1,0.5,0,12150
27,2,1,0,13800
28,2,1,3,15800
30,1,1,4,17200
45,2,1,6,25800
29,2,1,8,18800
40,1,1,7,23700
25,1,1,3,14200
35,1,1,12,23700
21,1,0.5,0,10650
25,1,1,2,13700
37,1,1,15,26200
25,1,1,2,13700
33,2,1,15,24300
24,2,1,0,12300
49,2,1,19,34300
28,2,1,5,16800
56,1,1,11,33700
23,1,1,1,12200
50,2,1,18,34300
29,1,0,0,14600
44,2,1,23,33800
27,2,1,3,15300
33,2,1,16,24800
29,2,1,3,16300
33,2,1,10,21800
28,1,1,5,16700
23,1,1,2,12700
27,2,1,2,14800
45,2,1,18,31800
36,2,1,19,27800
21,1,0.5,0,10650
32,1,1,3,17700
23,1,1,2,12700
31,2,1,4,17800
44,2,1,25,34800
33,1,1,7,20200
23,2,1,3,13300
49,3,1,8,28900
39,1,1,20,29700
23,1,0.5,0,11650
23,1,0.5,0,11650
39,1,1,13,26200
32,3,1,5,18900
22,1,0.5,0,11150
27,1,1,5,16200
29,1,1,7,18200
29,2,1,2,15800
23,1,1,1,12200
29,2,1,8,18800
23,1,1,3,13200
29,1,1,5,17200
24,1,1,1,12700
29,1,1,4,16700
28,1,1,3,15700
25,1,1,1,13200
28,2,1,4,16300
34,2,1,11,22800
26,2,1,2,14300
56,2,1,30,43300
39,2,1,12,25800
26,2,1,4,15300
28,1,1,6,17200
25,1,1,3,14200
31,1,1,10,20700
23,1,1,2,12700
45,3,1,5,25400
32,1,1,13,22700
36,1,1,8,22200
29,2,1,3,16300
23,1,0,0,11600
29,2,1,6,17800
37,3,1,3,20400
32,2,1,11,21800
34,2,1,10,22300
31,2,1,8,19800
55,1,0,0,27600
28,1,1,5,16700
26,1,0.5,0,13150
24,1,1,4,14200
27,2,1,4,15800
31,1,1,10,20700
25,1,1,0,12700
45,1,1,18,31700
31,3,1,6,18900
25,1,1,3,14200
42,2,1,12,27300
24,2,1,3,13800
20,1,1,0,10200
32,1,1,10,21200
25,1,1,1,13200
22,2,1,1,11800
59,1,1,34,46700
31,2,0.5,0,15750
38,1,1,8,23200
23,1,1,2,12700
26,2,1,5,15800
26,1,1,4,15200
38,1,1,16,27200
29,1,1,7,18200
40,2,1,13,26800
39,1,1,16,27700
38,1,1,15,26700
43,1,1,23,33200
29,2,1,5,17300
37,2,1,20,28800
25,2,1,0,12800
31,2,1,9,20300
34,2,1,10,22300
23,1,1,2,12700
24,1,1,2,13200
27,1,1,5,16200
32,1,1,10,21200
20,1,0.5,0,10150
28,2,1,3,15800
23,1,1,2,12700
23,1,1,2,12700
27,1,1,5,16200
66,2,1,12,39300
27,1,1,0,13700
38,2,1,14,26300
21,1,0.5,0,10650
60,2,1,41,50800
46,1,1,1,23700
39,2,1,15,27300
22,1,1,0,11200
22,1,1,1,11700
29,1,1,8,18700
26,2,1,3,14800
43,2,1,15,29300
21,1,1,0,10700
30,1,1,6,18200
28,2,1,4,16300
33,2,1,1,17300
29,1,1,6,17700
24,1,1,1,12700
35,1,1,6,20700
26,2,1,3,14800
27,1,1,4,15700
34,1,1,0,17200
30,1,1,7,18700
33,2,1,11,22300
29,2,1,8,18800
30,2,1,0,15300
28,1,1,5,16700
38,1,1,12,25200
32,1,0,0,16100
28,1,1,8,18200
34,1,1,8,21200
28,2,1,6,17300
32,1,1,9,20700
28,2,1,7,17800
24,1,0.5,0,12150
30,1,1,5,17700
36,2,1,13,24800
35,1,1,11,23200
34,2,1,9,21800
41,2,1,18,29800
34,1,1,5,19700
36,1,1,10,23200
42,1,1,0,21200
41,1,1,19,30200
38,1,1,9,23700
39,2,1,14,26800
58,1,0,0,29100
24,1,0.5,0,12150
55,2,1,35,45300
31,1,1,10,20700
23,1,0.5,0,11650
33,2,1,5,19300
27,1,1,4,15700
37,1,1,11,24200
29,2,1,9,19300
33,1,1,12,22700
40,1,1,25,32700
32,2,1,2,17300
27,2,1,4,15800
35,1,1,8,21700
24,1,1,4,14200
24,2,1,1,12800
25,1,1,0,12700
29,1,1,5,17200
36,2,1,10,23300
23,1,0,0,11600
31,2,1,8,19800
23,1,1,1,12200
32,1,1,2,17200
63,1,1,25,44200
50,1,1,20,35200
29,2,1,10,19800
24,1,1,2,13200
32,1,1,7,19700
28,1,1,5,16700
40,2,1,5,22800
25,1,1,2,13700
32,1,0,0,16100
18,1,0.5,0,9150
28,2,1,8,18300
32,2,1,10,21300
29,1,0.5,0,14650
39,2,1,12,25800
27,1,1,2,14700
27,1,1,6,16700
27,1,1,6,16700
28,1,1,5,16700
37,1,1,2,19700
25,1,1,6,15700
30,2,1,5,17800
26,1,0.5,0,13150
25,1,1,4,14700
41,1,1,17,29200
34,2,1,4,19300
30,1,1,6,18200
41,2,1,20,30800
29,1,1,2,15700
22,1,0.5,0,11150
30,1,1,6,18200
37,3,1,15,26400
23,1,0.5,0,11650
39,1,1,12,25700
30,1,1,4,17200
27,1,1,4,15700
27,1,0.5,0,13650
35,1,1,13,24200
31,2,1,3,17300
29,2,1,5,17300
30,1,1,7,18700
23,2,1,2,12800
45,1,1,21,33200
38,3,1,12,25400
34,3,1,10,22400
26,1,1,6,16200
20,1,0.5,0,10150
24,1,1,1,12700
43,1,1,15,29200
27,1,1,4,15700
24,1,1,5,14700
35,1,1,3,19200
26,1,1,6,16200
48,3,1,19,33900
30,1,1,8,19200
39,2,1,3,21300
24,1,1,2,13200
60,1,1,37,48700
34,1,1,12,23200
23,1,1,3,13200
24,1,1,2,13200
39,1,1,16,27700
26,1,1,0,13200
41,1,1,18,29700
35,2,1,12,23800
22,2,0.5,0,11250
36,1,1,15,25700
29,1,1,5,17200
23,1,1,2,12700
24,1,0.5,0,12150
23,1,1,1,12200
26,1,1,5,15700
34,3,1,8,21400
41,2,1,12,26800
34,3,1,10,22400
24,1,0,0,12100
53,2,1,20,36800
25,1,1,1,13200
25,1,1,1,13200
34,1,1,6,20200
36,1,1,12,24200
24,2,0,0,12200
28,2,1,3,15800
34,3,1,10,22400
30,2,1,7,18800
29,2,1,7,18300
21,1,1,0,10700
27,2,1,6,16800
29,2,1,6,17800
25,1,1,4,14700
20,1,0.5,0,10150
55,2,1,30,42800
33,1,1,8,20700
22,1,0,0,11100
33,1,1,12,22700
29,1,1,9,19200
31,2,1,3,17300
37,1,1,12,24700
39,1,1,0,19700
23,2,1,4,13800
37,2,1,9,23300
29,1,1,7,18200
19,1,0.5,0,9650
26,2,1,5,15800
33,2,1,8,20800
26,1,1,2,14200
38,2,1,15,26800
36,2,1,13,24800
22,1,0,0,11100
19,1,1,0,9700
30,1,1,7,18700
42,1,1,15,28700
22,1,0.5,0,11150
38,1,1,14,26200
25,2,1,2,13800
50,2,1,24,37300
30,1,1,8,19200
31,2,0,0,15700
37,1,1,15,26200
21,1,0.5,0,10650
25,2,1,2,13800
27,1,1,4,15700
22,1,1,1,11700
28,1,1,6,17200
35,1,1,13,24200
26,1,1,2,14200
24,1,1,2,13200
29,1,1,5,17200
30,1,1,9,19700
22,2,0.5,0,11250
42,2,1,17,29800
50,1,1,29,39700
29,1,1,8,18700
39,1,1,16,27700
30,1,1,5,17700
38,2,1,20,29300
34,1,1,6,20200
25,2,0,0,12700
26,1,1,5,15700
19,1,0.5,0,9650
39,2,1,15,27300
29,1,1,4,16700
29,1,1,3,16200
27,1,1,5,16200
21,1,1,2,11700
26,1,1,6,16200
48,1,1,24,36200
25,2,0,0,12700
36,1,1,11,23700
38,3,1,3,20900
36,1,1,20,28200
24,1,1,3,13700
26,1,1,6,16200
22,1,0.5,0,11150
28,1,1,12,20200
37,1,1,12,24700
27,3,1,2,14900
45,2,1,0,22800
29,1,1,8,18700
22,1,1,1,11700
36,1,1,3,19700
28,1,1,6,17200
24,1,1,4,14200
24,1,1,3,13700
25,1,0.5,0,12650
29,1,1,0,14700
58,1,0,0,29100
30,2,1,8,19300
24,1,1,1,12700
37,1,1,0,18700
24,1,0.5,0,12150
39,1,1,10,24700
52,1,1,21,36700
32,1,1,0,16200
32,2,1,6,19300
45,2,1,18,31800
33,2,1,11,22300
32,1,1,10,21200
24,1,1,4,14200
26,1,1,2,14200
29,1,1,8,18700
25,1,0,0,12600
30,3,1,13,21900
31,1,1,3,17200
35,1,1,12,23700
48,1,1,18,33200
31,1,1,8,19700
27,1,1,4,15700
33,2,1,10,21800
27,1,1,5,16200
59,2,1,30,44800
21,1,0.5,0,10650
38,2,1,13,25800
34,3,1,10,22400
42,2,1,20,31300
42,1,1,2,22200
66,1,0,0,33100
64,1,1,21,42700
69,3,1,40,54900
53,2,1,25,39300
47,1,1,20,33700
25,1,0.5,0,12650
30,2,1,12,21300
21,1,0,0,10600
35,1,1,3,19200
22,1,1,2,12200
50,2,1,31,40800
25,1,1,3,14200
48,2,1,21,34800
33,1,1,6,19700
29,1,1,8,18700
28,1,1,2,15200
24,1,1,4,14200
27,1,1,3,15200
25,1,0.5,0,12650
25,1,1,1,13200
28,1,1,6,17200
30,1,1,0,15200
30,1,1,12,21200
29,1,1,8,18700
28,2,1,3,15800
28,1,1,5,16700
22,1,0.5,0,11150
27,1,1,7,17200
32,2,1,10,21300
33,2,1,10,21800
48,3,1,12,30400
29,1,1,2,15700
25,1,0,0,12600
31,2,1,3,17300
27,2,1,3,15300
28,2,1,6,17300
25,1,1,3,14200
31,1,1,10,20700
28,2,1,7,17800
32,1,1,3,17700
25,1,0,0,12600
35,1,1,10,22700
35,1,1,12,23700
40,1,1,18,29200
56,1,1,30,43200
44,1,1,23,33700
37,3,1,14,25900
36,1,1,3,19700
